VOICE,NAME
Geraint,Frederic Calermin
Geraint,Inte Akera
Raveena,Lelulean
Raveena,Maugarim
Geraint,Noclin Saah
Geraint,Erandi Natasu
Geraint,Duriek Bloodpool
Geraint,Azzar Habbib
Raveena,Shwara Volerno
Geraint,Sadorno Chomosh
Geraint,Dzan Amo
Geraint,Atdehim Sqonci
Raveena,Elia Athrex
Geraint,Ernax the Scholar
Raveena,Derena Leflor
Raveena,Telan Buvare
Geraint,Verolk Kishneal
Raveena,Keeshla Levlora
Raveena,Velana Kelmuza
Geraint,Faratain
Raveena,Jenkin Fleetmore
Geraint,Kervis Ackblor
Raveena,Ishen Lelelan
Geraint,Tenralus Brackmar
Raveena,Erelin Verisue
Geraint,Lillean Han Oni
Geraint,Oren Calferdo
Geraint,Zarnlel Apridor
Raveena,Miadera Shadowfyre
Geraint,Nivold Predd
Geraint,Sern Adolia
Geraint,Royal Guard Sheltuin
Geraint,Royal Guard Lilkus
Geraint,Overlord Virate Manaar
Geraint,Librarian Kesler
Geraint,Talloth Vara
Geraint,Dannis Faleet
Raveena,Rallia Hapera
Geraint,Geomar Hapera
Raveena,Yvonne Ani
Geraint,Linnleu Brackmar
Raveena,Keletha Nightweaver
Geraint,Nedorl Ipabrun
Geraint,Leovre Kieqmarn
Geraint,Devinious Natasu
Raveena,Kilevra Natasu
Geraint,Danus Kelmun
Geraint,Antus Shelbra
Geraint,Auhrik Siet`ka
Raveena,Coriante Verisue
Geraint,Taralani Rahnta
Geraint,Tentus Brackmar
Raveena,Evus Doracmal
Raveena,Taria Clayspinner
Geraint,Nadara Reloclen
Raveena,Marsa Folor
Raveena,Winnla Crestus
Geraint,Pardas Nalue
Geraint,Gorng Alusnein
Raveena,Iva Tersala
Geraint,Dilche Orlezcha
Geraint,Brettas Norval
Raveena,Sheras Milaku
Geraint,Dovan Sires
Raveena,Shevra Kollintar
Geraint,Davorre Bloodthorn
Geraint,Mandaril Dark Knife
Raveena,Shyna Cintya
Geraint,Henly Nictropus
Geraint,Soulbinder Tomas
Raveena,Yenlr Undraie
Geraint,Sejako Mujan
Raveena,Alaria Mujan
Geraint,Toryn Roltaire
Geraint,a Seeker of the Dark Truth
Geraint,a Heretic of Odus
Geraint,Ostorm
Geraint,Vurgo
Geraint,a keeper
Raveena,Genni
Geraint,Romar Sunto
Geraint,Moltak
Geraint,a keeper
Raveena,Realla Segoan
Geraint,Barnal Flamehand
Raveena,Brizzana Kellgo
Geraint,Professor Akabao
Geraint,Finlay Kitoran
Geraint,Lheao
Geraint,Omat Vastsea
Geraint,Jhassad Oceanson
Geraint,Utte the Virtuous
Geraint,Yelesom Paust
Geraint,Walker Stormfyre
Geraint,a heretic shiphand
Geraint,Cedric Trallus
Raveena,a heretic invader
Geraint,Jelquar the Soulslayer
Geraint,Ridossan the Unliving
Raveena,a captured erudite
Geraint,an erudite prisoner
Geraint,Aderius Rhenar
Geraint,a coerced Erudite
Raveena,Puella Opalis
Geraint,Iago Sabuela
Raveena,Nexus Scion
Geraint,Sadeem Oujva
Geraint,Vesthon Marijakin
Geraint,a mercenary guard
Geraint,a Marijakin acolyte
Geraint,Vesthon Marijakin
Geraint,Incantator Icewand
Geraint,Palomidiar Allakhaji
Geraint,Incantator Verloir
Raveena,Sahrona Sorisnali
Raveena,Horiel Gaeslania
Raveena,Loensa Esorlinal
Raveena,Fitonas Galaofon
Raveena,Aeksola Faerlonifer
Raveena,Eriska Malosona
Raveena,Healian Saroelitan
Geraint,Incantator Palaser
Geraint,Incantator Lizerian
Geraint,Incantator Firefall
Geraint,Record Keeper Ajar
Geraint,Tirac Goldbender
Geraint,Researcher Relreom
Geraint,Corrigan Hawthorne
Geraint,Rakonainen Antalen
Geraint,Odus Scion
Raveena,Fani Dertrimas
Raveena,Velious Scion
Geraint,Sartor
Geraint,Narvak Smugreed
Raveena,Wisp Nelonia
Geraint,Waln Isna
Raveena,Lema Aru
Geraint,Groal Ealdin
Geraint,Raphar Bal
Geraint,Landar Eklin
Raveena,Tral Paltora
Geraint,A Protector of the Heart
Raveena,a Praesertum Librarii
Geraint,A Protector of the Heart
Geraint,Centurion Antru
Geraint,Legionnaire Wraeni
Geraint,A Protector of the Heart
Raveena,a Praesertum Librarii
Geraint,A Protector of the Heart
Raveena,a Praesertum Librarii
Raveena,a Praesertum Librarii
Raveena,a Praesertum Librarii
Geraint,a Citizen of Seru
Geraint,a Citizen of Seru
Raveena,a Citizen of Seru
Geraint,a Citizen of Seru
Geraint,A Protector of the Heart
Raveena,Praetorian Valka
Raveena,Custos Valka
Raveena,Questioner Finhorn
Raveena,A Praesertum Courier
Raveena,A Praesertum Courier
Raveena,Legatarius Banael
Geraint,Veratas Gastir
Raveena,Percontorius Ontu
Geraint,Cornicularii Tistani
Raveena,Diendra Berit
Geraint,Euzan Jurek
Raveena,Fand Iftara
Geraint,Groal Ealdin
Raveena,Tral Paltora
Raveena,Tral Paltora
Raveena,Wisp Nelonia
Geraint,Groal Ealdin
Raveena,Wisp Nelonia
Raveena,Tral Paltora
Raveena,Wisp Nelonia
Raveena,A Citizen of Seru
Geraint,A Citizen of Seru
Raveena,A Citizen of Seru
Raveena,A Citizen of Seru
Geraint,Praetorian Butre
Geraint,Cornicularii Tista
Geraint,Groal Ealdin
Geraint,Groal Ealdin
Geraint,Raphar Bal
Raveena,Wisp Nelonia
Raveena,A Citizen of Seru
Raveena,A Praesertum Courier
Raveena,Tral Paltora
Geraint,Kalin Abanjabi
Raveena,Talika Polajian
Raveena,Rolanda Unja
Raveena,Keylara Abanjabi
Raveena,Theurgus Dala Abanjabi
Geraint,Praecantor Perph Unja
Geraint,Saumeem Unja
Geraint,Avir Sterbla
Geraint,Gosek Jerabi
Geraint,Olam Polaja
Geraint,Praecantor Ury Polaja
Raveena,Theurgus Ajeea Polaja
Raveena,Theurgus Dala Abanjabi
Geraint,Praecantor Perph Unja
Geraint,Praecantor Ury Polaja
Raveena,Theurgus Ajeea Polaja
Raveena,Theurgus Ajeea Polaja
Geraint,Cubicularius Wringordus
Geraint,Grigor Rojha
Geraint,Kallistar Crestborune
Geraint,Brenyon Seng
Geraint,Vornol Transon
Geraint,Gaines Benry
Geraint,Sambata Tribal Advisor
Geraint,a Wayfarers Brotherhood guard
Geraint,a veteran shipwright
Geraint,Magus Wenla
Geraint,Tavon Vastsea
Geraint,Redis Linrok the Suffering
Geraint,Rytan
Geraint,Rashere
Geraint,Nomaad
Raveena,Aneya Mallar
Geraint,Shadalis Oathbinder
Raveena,Evia N`Cizai
Raveena,Aneya Mallar
Raveena,Evia N`Cizai
Geraint,Shadalis Oathbinder
Raveena,Aneya Mallar
Raveena,Evia N`Cizai
Geraint,Shadalis Oathbinder
Geraint,Researcher Eldaro
Geraint,Sage Xelrin
Geraint,Ethoach Trokith
Geraint,Agrakath Theric
Raveena,Audri Deepfacet
Raveena,Noirin Khalen
Geraint,Vuli Ironstove
Geraint,Tranus Ironstove
Geraint,Culkin Ironstove
Geraint,Savet Ironstove
Raveena,Guardian Adiasean
Geraint,Guardian Bomawyn
Geraint,Kirem Deepfacet
Geraint,Klen Ironstove
Geraint,Channeler Cerakoth
Geraint,Cavalier Aodus
Geraint,Heretic Drahur
Geraint,Heretic Ceikon
Geraint,Elementalist Onaec
Geraint,Vicar Glaunn
Geraint,Sorcerer Farin
Geraint,Sorcerer Kerynth
Raveena,Gilina Yilzior
Raveena,Ruandia
Raveena,Devin Traical
Raveena,Sheley Courilan
Geraint,Tebarin
Geraint,Illusionist Nomaad
Geraint,Eric Rasumus
Raveena,Melet Ironstove
Raveena,a wizened hermit
Geraint,Lorekeeper Blaimas
Geraint,Treasurer Mirathancus
Raveena,Treasurer Foiwom
Raveena,Treasurer Siofra
Geraint,Nursa Rasumus
Raveena,Sansus Rasumus
Raveena,Maree Rasumus
Geraint,Skal Nethus
Geraint,Sculptor Radee
Raveena,Maree Rasumus
Raveena,Sansus Rasumus
Geraint,Nursa Rasumus
Geraint,Hrelic Reista
Geraint,Illian Rellasp
Raveena,Adroha Jezith
Geraint,Elder Poxbourne
Geraint,Elder Jal`Amra
Geraint,Kalym Rasalan
Raveena,Jasila Maqul
Geraint,Elder Tal Almad
Geraint,Malakar Ay`Ayat
Raveena,Aliia Tal Almad
Geraint,Jasir Amisan
Geraint,Thelin Poxbourne
Geraint,Etumer
Geraint,Thelin Poxbourne
Geraint,  Thelin Poxbourne
Geraint,Hrelic Reista
Geraint,Illian Rellasp
Raveena,Adroha Jezith
Geraint,Elder Poxbourne
Geraint,Elder Jal`Amra
Geraint,Kalym Rasalan
Raveena,Jasila Maqul
Geraint,Elder Tal Almad
Geraint,Malakar Ay`Ayat
Raveena,Aliia Tal Almad
Geraint,Jasir Amisan
Geraint,a storm battered traveler
Raveena,a tempest torn traveler
Geraint,an abandoned wanderer
Raveena,an abandoned wanderer
Raveena,an abandoned wanderer
Raveena,an aimless adventurer
Raveena,a storm battered traveler
Geraint,a storm battered traveler
Geraint,a forgotten traveler
Geraint,an erudite villager
Geraint,Martok Weslent
Raveena,a time traveler
Geraint,a time traveler
Geraint,a time traveler
Raveena,a time traveler
Geraint,Walker Stormfyre
Geraint,Lairyn Debeian
Raveena,Ofala Olan
Geraint,Millius Darkwater
Geraint,a delirious miner
Geraint,a delirious miner
Geraint,a delirious miner
Raveena,Tepper`s corpse
Raveena,a bitten victim
Raveena,Rayin Yvain
Raveena,Gizzmu the Wise
Geraint,Erloy Tevagg
Raveena,Syltbel Bastlan
Geraint,Dunttas Woll
Raveena,Tonlyei Lyhin
Geraint,Garald Samer
Raveena,Ostasy Atquai
Geraint,Morris Addel
Geraint,Daris Rodril
Geraint,Yiem Rynawu
Raveena,Sosina Mardar
Geraint,Oiztan Tilkav
Geraint,Pyidar Uytoan
Raveena,Trushandra Rounouk
Geraint,Gitan Drikan
Raveena,Mialdara Marlini
Geraint,Itom Oleth
Geraint,Rewina Jalmoy
Raveena,Nedaria Debeian
Raveena,Wiea Piir
Geraint,Padonar Ziia
Geraint,Jetis Mocurdae
Geraint,Allabar Yuti
Geraint,Rion
Geraint,Rewina Jalmoy
Geraint,Smith Rondo
Geraint,Smith Rondo
Raveena,Faleniel the Pure
Geraint,Vavrix Rentu`Ivi
Raveena,Carreenu Opulaae
Raveena,Jolarrm Thoughtreaver
Geraint,Rebthik Soulreaver
Geraint,Forbin Mixmasher
Geraint,Varronghast`s corpse
Geraint,A Priest of Luclin
Raveena,Guardian Rooksis
Geraint,A Priest of Luclin
Raveena,Guardian Rooksis
Raveena,a curious guest
Geraint,a drained corpse
Raveena,a guest of Dreadspire
Geraint,Mike Tyson
Geraint,an incapicated warrior
Raveena,an incapicated warrior
Geraint,a Starshatter Warrior
Raveena,a Starshatter Warrior
Geraint,a weary warrior
Raveena,a weary warrior
Raveena,Quartermaster Andoro
Geraint,Palatos Kynarn
Raveena,Judge Marion Teld`mare
Geraint,Palon Deskeb
Geraint,Atrayan
Raveena,Glyssa Sonshaw
Raveena,Ailynd
Raveena,Committee Member Jera
Raveena,Pwenenn
Raveena,Elder Arcanist Trala
Raveena,Vanaja
Raveena,Salye
Geraint,Rathmana Allin
Raveena,Nura Dumont
Geraint,Aragol Gloomflow
Geraint,a thrall
Geraint,Malik Zaren
Geraint,a Dervish Cutthroat
Geraint,Derin Mausrel
Raveena,Katha Firespinner
Geraint,Rushka Deklamoor
Geraint,Entock Malso
Geraint,Chaenz Abella
Geraint,Tallik Jaggedfire
Raveena,Ilisiv Gantrau
Raveena,Cyria Lorewhisper
Geraint,Terago Omath
Geraint,Jalen Goldsinger
Geraint,Verogone Wayfinder
Geraint,Aglthin Dasmore
Geraint,Phaeril Nightshire
Geraint,an Erudin Emissary
Geraint,an Erudin Emissary
Raveena,Dovon Traical
Raveena,Xylania Rainsparkle
Raveena,Quana Rainsparkle
Raveena,Stylla Parsini
Geraint,Shintar Vinlail
Geraint,Elial Brook
Raveena,Win Karnam
Geraint,Lanivon Baxer
Geraint,Nexus Scion
Raveena,Maugarim
Raveena,Katha Firespinner
Raveena,Shiani
Raveena,Cyndreela
Geraint,Researcher Breoro
Raveena,a bone crafter
Geraint,a bone crafter
Raveena,a vile bone crafter
Raveena,a bone crafter
Geraint,a bone crafter
Raveena,a vile bone crafter
Raveena,a vile bone crafter
Geraint,a bone crafter
Geraint,Keega
Geraint,second missing bonecrafter
Raveena,third missing bonecrafter
Geraint,first missing bonecrafter
Geraint,a bone crafter
Raveena,a bone crafter
Geraint,fourth missing bonecrafter
Raveena,Paltra Harins
Geraint,Ikaena the Bonesmith
Geraint,Constable Erulin
Geraint,Scholar Kintorom
Raveena,a languid poetry teacher
Raveena,a languid poetry teacher
Raveena,a listless librarian
Raveena,a languid poetry teacher
Raveena,an arcane researcher
Geraint,an arcane researcher
Geraint,a languid poetry teacher
Raveena,an arcane researcher
Raveena,a lonely librarian
Geraint,an arcane researcher
Geraint,an arcane researcher
Geraint,an arcane researcher
Raveena,an obsessed scholar
Geraint,a lonely librarian
Raveena,an arcane researcher
Geraint,a listless librarian
Geraint,Dahlmar Raltend
Raveena,a fallen Erudite sentinel
Raveena,a Heretic infiltrator
Geraint,an infiltrator sapper
Geraint,a rat-chewed corpse
Raveena,a Heretic infiltrator
Geraint,an infiltrator pyromancer
Geraint,a Heretic infiltrator
Raveena,a wounded civilian
Geraint,Weligon Steelherder
Raveena,a Deepwater Knights adept
Raveena,a Deepwater Knight
Geraint,a wounded Knight
Raveena,Nerth Sailwind
Raveena,a Deepwater Knights initiate
Geraint,a Heretic infiltrator
Raveena,Gayle Weaven
Geraint,a Deepwater Knights initiate
Raveena,Tensia Hauden
Raveena,a Deepwater Knights initiate
Geraint,a Crimson Hand initiate
Geraint,a Deepwater Knights adept
Geraint,Sentinel Silvis
Geraint,Markus Jaevins
Geraint,a dead civilian
Geraint,a Deepwater Knights initiate
Geraint,Kordian Keshalian
Raveena,a cultist captive
Raveena,a Deepwater Knights initiate
Geraint,a Deepwater Knights adept
Geraint,a Deepwater Knight
Raveena,a Crimson Hand initiate
Geraint,a Deepwater Knights initiate
Raveena,a Deepwater Knights initiate
Raveena,a rat-chewed corpse
Raveena,Laoni Reista
Geraint,a Deepwater Knights initiate
Geraint,Ghanlin Skyphire
Raveena,a fallen Erudite sentinel
Raveena,a rat-chewed corpse
Geraint,a Crimson Hand firecaller
Geraint,General Arbin Derrex
Geraint,Lanken Rjarn
Raveena,a Crimson Hand adept
Raveena,Illithi Nollith
Raveena,a Deepwater Knight Superior
Raveena,a Craft Keeper initiate
Raveena,a Deepwater Knight
Geraint,a Deepwater Knights adept
Geraint,a Heretic infiltrator
Geraint,Exterminator Cedrin
Geraint,a Gate Caller initiate
Raveena,a Crimson Hand firecaller
Geraint,a Craft Keeper mindbender
Raveena,a Crimson Hand initiate
Geraint,a Craft Keeper adept
Geraint,Sentinel Aegeo
Geraint,a Crimson Hand initiate
Raveena,a dead civilian
Geraint,a dead civilian
Geraint,a dead civilian
Geraint,a dead civilian
Raveena,a dead civilian
Raveena,Translocator Eniela
Raveena,a Gate Caller voidchanneler
Geraint,Gorion Telldmare
Raveena,a Heretic brute
Raveena,a Heretic fell blade
Geraint,a Heretic fell blade
Raveena,a Terris Thule apostle
Raveena,a Heretic fell blademaster
Geraint,a fallen Deepwater Knight
Raveena,a Terris Thule cultist
Raveena,a Heretic ravager
Raveena,a heretic hierophant
Raveena,a Heretic fell warden
Geraint,a Heretic pillager
Geraint,a heretic commander
Geraint,a Heretic ravager
Geraint,a Gate Caller adept
Geraint,a Heretic fell blade
Geraint,a Heretic fell warden
Geraint,a Heretic pillager
Geraint,a Heretic death dabbler
Raveena,a Heretic fell blademaster
Raveena,a Heretic fell vindicator
Raveena,a Heretic fell vindicator
Raveena,a Terris Thule cultist
Geraint,a Heretic occultist dabbler
Raveena,a Heretic pillager
Raveena,a Heretic fell blade
Geraint,a Heretic deathweaver
Raveena,a Heretic pillager
Geraint,a Heretic fell blademaster
Raveena,a Heretic pillager
Raveena,a Terris Thule apostle
Geraint,a Terris Thule cultist
Raveena,a Terris Thule cultist
Geraint,a Heretic occultist dabbler
Geraint,a Heretic fell blademaster
Raveena,a Heretic fell vindicator
Geraint,a Terris Thule cultist
Geraint,a Heretic fell warden
Geraint,a Heretic deathsummoner
Geraint,a Terris Thule apostle
Raveena,a Gate Caller adept
Geraint,Trevis Malfin
Geraint,a Heretic infiltrator
Geraint,Sage Jarith
Geraint,a deluded prince
Geraint,Dennen Marol
Raveena,a dead erudite
Geraint,a dead erudite
Geraint,a dead erudite
Raveena,a dead erudite
Geraint,Ziedan Gazel
Geraint,a dead erudite
Raveena,a dead erudite
Raveena,a dead erudite
Geraint,a dead erudite
Raveena,a dead erudite
Geraint,a dead erudite
Geraint,a maimed erudite
Geraint,a trapped dreamer
Geraint,Jaris Calmur
Geraint,Varlad Rahnta
Geraint,a weary traveler
Geraint,Jaris Calmur
Geraint,Magus Burlshin
Raveena,Purveyor Eilos Berenzaltek
Geraint,Director Idris Manaar
Geraint,Councilman Nostulia
Geraint,Torchbearer Lyrus Sinrathis
Raveena,Camellia Spiretear
Raveena,Rinaire Salvek
Geraint,Jaris Calmur
Raveena,Atri Kutsha
Geraint,a necromancer initiate
Geraint,a necromancer neophyte
Raveena,a necromancer neophyte
Raveena,a necromancer neophyte
Geraint,a necromancer neophyte
Russell,Lylanthian
Russell,Apprentice of Saxuus
Aditi,Lylea
Aditi,Nashia Lanseb
Aditi,Linadian
Aditi,Tlin Bowfright
Russell,a druid
Aditi,a druid
Aditi,Kelkim Menkia
Aditi,Althele
Aditi,a druid
Russell,Ganelorn Oast
Russell,a druid
Aditi,Silna Songsmith
Russell,Kithicor
Aditi,Nalla
Russell,Cedric Bramblethorn
Aditi,Llara the Mysterious
Russell,Salorin Gladerunner
Aditi,Starzin the Sweet One
Russell,Kanetheus Forestwalker
Russell,Lieutenant Ekiltu Verlor
Aditi,Captain Areha Burina
Aditi,Talya Darkfall
Russell,Fajio Knejo
Aditi,Ruanya Windleaf
Russell,Escon Quickbow
Russell,Farwein Windrun
Aditi,Keelee Rayin
Aditi,Tholia Fastbond
Aditi,unkempt preserver
Russell,Guard Dykalin
Aditi,Unkempt preserver
Aditi,Salani Tunfar
Russell,Expin
Aditi,a bandit
Aditi,a bandit
Aditi,Linadian
Russell,Faerik Windrunner
Russell,Merchant Vaelias
Aditi,Sarialiyn Tranquilsong
Russell,Samatansyn Flamecaller
Aditi,Aliafya Mistrunner
Aditi,Tilania Shadowwalker
Russell,Hegwal Miffs
Russell,Devin Ashwood
Aditi,Lily Ashwood
Russell,Heartwood Master
Russell,Maesyn Trueshot
Russell,Laren
Aditi,Geeda
Russell,Tylfon
Aditi,Sylia Windlehands
Russell,Regren
Aditi,Merchant Niwiny
Russell,Bilrio Surecut
Russell,Gallin Woodwind
Russell,Sindl Talonstrike
Aditi,Ran Sunfire
Russell,Dill Fireshine
Aditi,Josylyn Greenblade
Aditi,Merchant Tiladinya
Russell,Merchant Neaien
Aditi,Merchant Winerasea
Russell,Merchant Minamas
Aditi,Merchant Gerienae
Aditi,Merchant Tananie
Russell,Merchant Tegdian
Aditi,Merchant Ainaiana
Aditi,Merchant Aluwenae
Aditi,Nylianne the True
Russell,Soulbinder Oakstout
Aditi,Idia
Russell,Jakum Webdancer
Aditi,Enyaanuia Windancer
Russell,Kindl Lunsight
Aditi,Salani Tunfar
Aditi,Salani Tunfar
Aditi,a bandit
Aditi,Alania Peaceheart
Aditi,Faelin Bloodbriar
Aditi,Mazziana Ridgerunner
Aditi,Lyra Lyrestringer
Russell,Legyn Sarawyn
Aditi,Glidara Myllar
Russell,Glyndur Tindel
Russell,Galwyn Geldin
Russell,Gundel Elorion
Russell,Cylas Delbrin
Russell,Bryn Fynndel
Russell,Faril Elvebryn
Russell,Mywyn Tinendel
Russell,Sarawyn Amorfin
Russell,Vynn Thrildur
Aditi,Kalayia Woodwhisper
Aditi,an elven slave
Russell,an elven slave
Russell,an elven slave
Aditi,an elven slave
Russell,Kelynn
Russell,Kilam Oresinger
Russell,Tacar Tissleplay
Russell,Deldryn Splendyr
Aditi,Ellona
Russell,a Tunarian scout
Russell,Gaellane Ivyweaver
Aditi,Styria Fearnon
Aditi,Larisa Gelrith
Aditi,Ascania Halvbin
Aditi,Tegea Prendyn
Aditi,Euboea Delewyn
Aditi,Paeonia Purnn
Aditi,Sister of Erollisi
Aditi,Sister of Erollisi
Aditi,Sister of Erollisi
Aditi,Sister of Erollisi
Aditi,Phocaea Hapspenn
Aditi,Cleonae Kalen
Russell,Valaryn Elben
Aditi,Naya Driftwood
Aditi,Cleonae Kalen
Russell,Wiltin Windwalker
Russell,Elmion Hendrys
Aditi,Llara
Aditi,Llara 
Aditi,Clarisa Spiritsong
Aditi,Denise Songweaver
Aditi,Fenalla Moonshadow
Russell,Gordon Treecaller
Aditi,Relinin Skyrunner
Russell,Will Treewalker
Aditi,Cryssia Stardreamer
Aditi,Private Goldtouch
Russell,Private Blackbark
Aditi,a pilgrim
Russell,Tracker Azeal 
Aditi,a pilgrim
Russell,Wekland Greenfoot
Aditi,Rinnala Sweetsong
Russell,Scout Bowfist
Russell,Scout Tallstump
Russell,Scout Bladethorn
Russell,Scout Treekill
Russell,Captain Keatar
Russell,Captain Nealith
Aditi,Erica Swiftweave
Aditi,Jessica Winter
Aditi,Fleceal Summer
Russell,Arial Fern
Aditi,Raciel Sanherb
Russell,Dionin Needlespin
Russell,Brak Daggermist
Aditi,Leala Swiftarrow
Russell,Dom Pathfinder
Aditi,Glinya Sweetpie
Russell,Sergeant Greenblade
Aditi,a pilgrim
Aditi,a pilgrim
Russell,a pilgrim
Russell,Basil the skinner
Aditi,Lieutenant Feardeep
Russell,Tracker Azeal
Aditi,Vorla Diensk
Russell,Telligron Forestrunner
Russell,an explorer
Russell,an explorer
Russell,an explorer
Russell,Telin Darkforest
Russell,an elven ranger
Russell,an elven scout
Russell,an elven war scout
Russell,an elven scout
Russell,an elven ranger
Russell,an elven war scout
Aditi,Seloris Windweaver
Russell,an elven scout
Russell,Micus Vloren
Aditi,elven dancer
Aditi,elven dancer
Aditi,elven dancer
Russell,Rendrick Scaver
Aditi,Alexandra
Aditi,Lewena
Russell,Plow Jumpinwolf
Russell,Gralin Silvertooth
Aditi,Nayda Winterwind
Aditi,Alexandriana
Russell,Marin Pointear
Russell,Adelin Crow
Aditi,Trainee Barkis
Russell,Bowmaster Staniel
Russell,a prisoner
Russell,Celris Shadetracker
Russell,Erikal Wolfeye
Russell,Sellar Mulletune
Aditi,Sparrow Shadetracker
Russell,Condor
Russell,Edgar Lemoof
Aditi,Rilla Quickeyes
Russell,Wils Otton
Russell,Jon Otton
Aditi,Serena Togges
Aditi,Glenda Melonfus
Aditi,Caelin Shayle
Aditi,a Wayfarers Brotherhood officer
Russell,a focused shipwright
Aditi,a carpenter
Aditi,Jeruea Ragwood
Aditi,Cartographer Tweister
Russell,Vyrinn Shadowmist
Russell,Ranger Band
Aditi,Belfayda
Aditi,Druenna Oakshade
Aditi,Tamyna Willowsong
Aditi,Tamyna Willowsong
Aditi,Druenna Oakshade
Aditi,Tamyna Willowsong
Russell,a tortured prisoner
Aditi,Warder Elwysaie
Aditi,Virtuoso Zoama
Russell,Assassin Rysarieul
Aditi,Randi Ellan
Aditi,Guardian Shabado
Russell,Cadelawin Browan
Russell,Rilatlan Olaek
Aditi,Halena Paerk
Russell,Higwyn Matrick
Russell,Tratlan Matrick
Russell,Guardian Prau
Aditi,Councilwoman Kerasha
Aditi,Elisha Dirtyshoes
Aditi,Peras Glickon
Russell,Tallis Paerk
Aditi,Sherin Matrick
Russell,Wisdomseeker Raulin
Russell,Pathfinder Viliken
Russell,Pathfinder Thoajin
Russell,Wanderer Astobin
Aditi,Minstrel Cirsaelle
Russell,Minstrel Gwiar
Russell,Hierophant Trilawyth
Russell,Tarerd Gahar
Russell,Kanio Paerk
Russell,Keshyk Wardorn
Russell,FrostfellHastyBard
Russell,Fletcher Lenvale
Russell,Tylis Newleaf
Russell,Aywelin Creekrunner
Aditi,Tya Silvercloud
Aditi,Tinan Aliis
Aditi,Kelletia
Russell,Tylis Newleaf
Russell,Tylis Newleaf
Russell,Tylis Newleaf 
Russell,Tylis Newleaf
Russell,Aywelin Creekrunner
Aditi,Tya Silvercloud
Aditi,Tinan Aliis
Russell,a storm battered traveler
Aditi,a forgotten traveler
Russell,a tempest torn traveler
Aditi,a forgotten traveler
Russell,an abandoned wanderer
Aditi,an abandoned wanderer
Aditi,a wood elf villager
Russell,Gandak Whisperwind
Aditi,Greygor`s corpse
Russell,Milexhin`s corpse
Russell,Stavin`s corpse
Russell,a concealed observer
Aditi,a concealed observer
Russell,Galdorin Visigothe
Aditi,Nadien Goldbrow
Russell,Gaelin Valekeeper
Aditi,Nodnol Oow
Russell,Unandil Talcorv
Aditi,Channhin Seghdra
Russell,Lloll Leafmender
Aditi,Bansama Nysawi
Russell,Imildu Woodstreak
Russell,Dadein Shadowbow
Aditi,Burumy Fahon
Russell,Ylian Darsdi
Russell,Talthalan Treebow
Aditi,Renila Youngleaf
Russell,Baelin Vargaroth
Russell,Cyfina Pael
Aditi,Ouury Syldar
Aditi,Silanda Leafdew
Russell,Drutra Pavikam
Russell,Evroya Brookstone
Russell,Cristov Clementstein
Aditi,Kenra Kalekkio
Aditi,Keetra the Lost
Russell,scroll thief underling
Aditi,Kesiri Dawnlark
Aditi,an incapicated warrior
Russell,an incapicated warrior
Aditi,a Starshatter Warrior
Russell,a Starshatter Warrior
Aditi,a weary warrior
Russell,a weary warrior
Aditi,Nashia Lanseb
Aditi,Linadian
Aditi,Tlin Bowfright
Russell,Committee Member Endyach
Aditi,Ruanya Windleaf
Russell,Escon Quickbow
Russell,Farwein Windrun
Aditi,Keelee Rayin
Russell,a thrall
Aditi,Lylea
Aditi,Staranna Eisley
Russell,Gantran Leafwell
Russell,Cedric Bramblethorn
Aditi,Nalla
Russell,Valaryn Elben
Aditi,Sister of Erollisi
Aditi,Sister of Erollisi
Aditi,Sister of Erollisi
Aditi,Melanaie Marcynn
Aditi,Jorelia Dalwynn
Aditi,Tegea Prendyn
Aditi,Euboea Delewyn
Aditi,Styria Fearnon
Aditi,Cleonae Kalen
Aditi,Vaelinia Dalwynn
Aditi,Sister of Erollisi
Aditi,Phalcoa Neldarin
Aditi,Talaniea Derenell
Aditi,Jaelinia Dalwynn
Aditi,Larisa Gelrith
Aditi,Kaeylie Prendyn
Aditi,Velanae Marcynn
Aditi,Laeviniia Sortellin
Aditi,Paeonia Purnn
Aditi,Phocaea Hapspenn
Aditi,Ascania Halvbin
Russell,Fajio Knejo
Aditi,Cyrillae Saltscout
Russell,Leneaon Cloudsong
Russell,Gifilnos Brightfire`s corpse
Russell,Dannie Highwind
Aditi,Wendia Mistwalker`s corpse
Aditi,Valarine Windwalkers corpse
Russell,Tawln Lightbanes corpse
Russell,Aendor Mistvale
Russell,Legyn Sarawyn
Russell,an Army of Light rogue
Aditi,a dead forest ranger
Aditi,an Army of Light naturalist
Russell,an Army of Light patroller
Russell,an Army of Light rogue
Aditi,an Army of Light naturalist
Aditi,an Army of Light windcaller
Russell,an Army of Light blademaster
Russell,Scout Fathim
Russell,an Army of Light blademaster
Aditi,an Army of Light windcaller
Aditi,Warden Avelyn
Russell,an Army of Light blademaster
Russell,an Army of Light blademaster
Russell,a Korascian thrall
Aditi,a lone adventurer
Russell,Orloh
Russell,Rotharran Radhelm
Russell,Athmos the Bard
Aditi,Therys the Botanist
Aditi,a weary assistant
Russell,a weary assistant
Aditi,a weary assistant
Aditi,a weary assistant
Russell,a weary assistant
Russell,a weary assistant
Aditi,a weary assistant
Russell,a wood elf ranger
Russell,a wood elf warden
Aditi,Lyrin Woodsong
